experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
geometry_dropout,test_seen,3371,0.2978003116365588,0.39800799324704406,0.2122456883133832,17,0.28845579728500226,0.38321742728883007
geometry_dropout,test_unseen,1586,0.23838811745376956,0.3285057436651932,0.1759989442895616,17,0.28845579728500226,0.38321742728883007
