split,samples,IoU,Dice,Leakage (lower is better),Baseline IoU,IoU delta vs baseline
Seen,3371,0.2987549284425179,0.3985779931246114,0.204554529543832,0.2987549284425179,0.0
Unseen,1586,0.2213367598355101,0.3057214338336819,0.1788287018081875,0.2213367598355101,0.0
