experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
baseline_object_mask,test_seen,3371,0.29875492844251794,0.39857799312461145,0.20455452954383208,17,0.28446288373437584,0.37772769858558813
baseline_object_mask,test_unseen,1586,0.22133675983551013,0.3057214338336819,0.1788287018081875,17,0.28446288373437584,0.37772769858558813
