epoch,train_loss,train_iou,train_dice,train_leakage,val_loss,val_iou,val_dice,val_leakage,learning_rate,seconds,peak_gpu_memory_gb
1,1.0791267145809482,0.13704051967233516,0.20466842850433756,0.187928513191181,0.9775411784327404,0.1592466333939291,0.23605352767945106,0.15775871337537112,0.001,70.31611776351929,0.7728004455566406
2,0.9133141467320284,0.2000407248767784,0.286303660880481,0.1521224886898098,0.866106090679395,0.22455783947064525,0.312862496111771,0.12979289465769722,0.001,53.20785713195801,0.7365031242370605
3,0.8403119737930317,0.2376813125587611,0.3319830141999855,0.14417315926657903,0.8251266664028682,0.23654840230748878,0.32897704733614014,0.1364314852135724,0.001,52.82986354827881,0.7365031242370605
4,0.8014305445665073,0.25882070019081965,0.3572378699172782,0.14216691609208856,0.810688901551976,0.24629144536124337,0.3424962592163518,0.16143206015084555,0.001,53.57394337654114,0.7365031242370605
5,0.7755902429094839,0.2726309840860837,0.37312933111458396,0.1368829788146482,0.7893899521009822,0.2625246850096549,0.36045136957749835,0.14652645759919444,0.001,53.75774550437927,0.7365031242370605
6,0.7582279234619649,0.28176271694547883,0.3839005922016944,0.13361372428886553,0.795816296255447,0.2593759631470826,0.3557573323496723,0.13760496231907138,0.001,58.08113145828247,0.7365031242370605
7,0.7429715506534226,0.2907499651630174,0.39415618180873174,0.13191760540414366,0.8003555272646578,0.268007374359566,0.36367728806300714,0.12168783275762166,0.001,58.038612842559814,0.7365031242370605
8,0.7303549768006126,0.29828739489274725,0.40291757267056216,0.12878267860314754,0.7894978645421412,0.27339626568195763,0.37172958587558524,0.13522500457179842,0.001,57.86108469963074,0.7365031242370605
9,0.7179950429318592,0.3053399431162609,0.4110109236482042,0.12842662166970698,0.8100446492208504,0.25923588503043626,0.3569322734621093,0.13234878622373203,0.001,56.95695233345032,0.7365031242370605
10,0.7067334196882383,0.31172236288510385,0.418334065575404,0.1263512277372304,0.8155001840416539,0.2736830336103033,0.36948824906972877,0.13124931366971523,0.001,58.39119863510132,0.7365031242370605
11,0.696348064849483,0.318070994437933,0.42556124254427696,0.12543648331505208,0.8160042062546443,0.27651148566729045,0.37231981874058806,0.11285045777950858,0.001,61.252660274505615,0.7365031242370605
12,0.6866912391726938,0.32409022249638236,0.4324526227725829,0.12363183162732751,0.8042222960995753,0.2825048077517986,0.37724079517999254,0.12256592094592807,0.001,61.52902960777283,0.7365031242370605
13,0.6774064902683538,0.33024418829260155,0.439357080806453,0.12243575068680651,0.8178715350944248,0.28025052282545304,0.37535009844210543,0.120226856799316,0.001,59.310096740722656,0.7365031242370605
14,0.6686130387133083,0.33561249273918087,0.44552329860190615,0.12071082760910054,0.8276748762675988,0.2756246362170837,0.3693491945559603,0.12130261624499175,0.001,59.630762815475464,0.7365031242370605
15,0.6591641529925162,0.34100908931934676,0.4515161455038513,0.11994032294259475,0.8377056434316542,0.28146547725687393,0.37625033193807383,0.12935421102255293,0.0005,58.70744252204895,0.7365031242370605
16,0.6277240475125762,0.36122176834979736,0.47313250864060313,0.11431881774147849,0.8720021808546081,0.28193924674501053,0.37366283344990997,0.1105510075983492,0.0005,63.5805389881134,0.7365031242370605
17,0.6155551761849968,0.36962437391539976,0.4822226894329109,0.11278812185281209,0.8805448655300284,0.28446288373437584,0.37772769858558813,0.11779313100081946,0.0005,63.257776737213135,0.7365031242370605
18,0.6082203038512141,0.3748439599107227,0.4877916711212641,0.1113787046925607,0.8650639091880576,0.2805905883404413,0.37539231860578187,0.12648959316417752,0.0005,59.045084714889526,0.7365031242370605
19,0.6019591105057928,0.37943983649659196,0.492780268618846,0.1112841460480124,0.9129646660311965,0.2825047212724193,0.3753179064384202,0.12265536914847815,0.0005,59.32618951797485,0.7365031242370605
20,0.5959616026693735,0.3833854758500309,0.49706539224394164,0.11006629786392505,0.9215616356850699,0.28021267342593165,0.3725356684340628,0.11963852694280197,0.00025,59.37037634849548,0.7365031242370605
21,0.577746093772633,0.39592998463944623,0.509771944847783,0.10705749035826985,0.9608601374147779,0.2822310320216461,0.3736816495476128,0.12367749792858235,0.00025,60.06855773925781,0.7365031242370605
22,0.570783990662764,0.40157006131092615,0.5156581962835578,0.10586483544635923,0.961353296600885,0.28043446105632613,0.3720470732550148,0.11668086591645867,0.00025,61.211424827575684,0.7365031242370605
