epoch,train_loss,train_iou,train_dice,train_leakage,val_loss,val_iou,val_dice,val_leakage,learning_rate,seconds,peak_gpu_memory_gb
1,1.0531342810203164,0.14426812967652655,0.21356379263101527,0.15736598801736515,0.9591667491384052,0.1708090228411372,0.24887014086385376,0.11844978448176333,0.001,66.96009755134583,0.7728004455566406
2,0.8917136314053937,0.2096229734019888,0.29740967566173765,0.13252300509306966,0.8511901389819518,0.22687372357907032,0.31814297252488366,0.11523600702275479,0.001,56.92153072357178,0.7365031242370605
3,0.8251228135866859,0.2449575841487916,0.3406721137090811,0.1321274612441976,0.8139983506907409,0.24845024625878245,0.34264032714703835,0.1251026580698925,0.001,55.78482103347778,0.7365031242370605
4,0.791743294089072,0.26281940638180484,0.3615864737040115,0.1290111809011251,0.7984890702472921,0.25882033378432356,0.35567118515217316,0.1311582032321855,0.001,54.31276750564575,0.7365031242370605
5,0.7694804783596293,0.274903350091978,0.3756621714265086,0.12591991548581566,0.7912157024251861,0.2673592731726337,0.3640186139809404,0.12930874319941996,0.001,54.374115228652954,0.7365031242370605
6,0.7518850913309703,0.28482595534618205,0.38697404332704605,0.12425265522626217,0.7923084050577692,0.2657336369880195,0.3598814262187725,0.11024670062150642,0.001,54.20211148262024,0.7365031242370605
7,0.7377126286887155,0.2939720785314683,0.39769260438201376,0.12355040249201293,0.7885471557979317,0.2667961136197838,0.3634878062636078,0.11431982509687366,0.001,54.04678201675415,0.7365031242370605
8,0.7241081235966439,0.3019677927457008,0.40667561232347327,0.12232561082802726,0.7812907412857171,0.27863676783336405,0.37715080520288846,0.12069738355687264,0.001,55.196470737457275,0.7365031242370605
9,0.7110715907016247,0.3095818699410856,0.4156433647762009,0.1192934962781807,0.7953196607747124,0.2681685882141289,0.36569113249789037,0.10737001031894386,0.001,55.14704132080078,0.7365031242370605
10,0.699331977533794,0.3167135565032929,0.4237385226434229,0.11885360339725863,0.8005447993386525,0.2800126755379036,0.37709557408911,0.11056156405031746,0.001,54.09412693977356,0.7365031242370605
11,0.6891922839220617,0.3231487499414522,0.431000037294359,0.11837154764849987,0.809545808368259,0.28352387435935206,0.3799043757742534,0.11995265452028478,0.001,53.87904477119446,0.7365031242370605
12,0.6782881161570002,0.3300565960185011,0.4390023559034764,0.11675788450535439,0.808706485209213,0.2788320819826188,0.37445839792650754,0.12780487848427688,0.001,54.208897829055786,0.7365031242370605
13,0.6693396926093914,0.3351255831616218,0.44451613197144957,0.11535343784398916,0.8025835293396392,0.27743811776787203,0.3740255774964278,0.12035871782574196,0.001,54.208993434906006,0.7365031242370605
14,0.659705399121631,0.3415949602126419,0.4518390737514524,0.11600279377743526,0.8319492170340035,0.2823108728360204,0.37736074232617883,0.10740610736923567,0.0005,53.86699032783508,0.7365031242370605
15,0.6266297057168011,0.36234138215949496,0.4739314051307052,0.10992991368607623,0.8509981169283969,0.2875262783215398,0.3826798060436722,0.11260610597033331,0.0005,54.129154443740845,0.7365031242370605
16,0.6141216026452625,0.3706976029659836,0.4830099974679571,0.10858181555317888,0.8636237542348901,0.2852521483759278,0.37996123445812036,0.11920888896352394,0.0005,54.161622524261475,0.7365031242370605
17,0.6065816071807985,0.37612366928708785,0.48887466423496484,0.10750443923914678,0.8870930303904874,0.2857182084340622,0.3798588081358449,0.10871025911475077,0.0005,54.15602421760559,0.7365031242370605
18,0.6000411063131917,0.3808454325533954,0.4939311954929775,0.10633852204945182,0.9255697122798126,0.2824380015030085,0.3753923113782365,0.11223773196934368,0.00025,53.672208070755005,0.7365031242370605
19,0.580925395170974,0.3936686172322167,0.5071762416171578,0.1044833784412493,0.9230241852670812,0.2849789230432261,0.37863246799962036,0.11365657429157594,0.00025,57.519829511642456,0.7365031242370605
20,0.5742523323411176,0.39922347505877626,0.5130033779307618,0.1026242244428428,0.981883716171742,0.280689112022278,0.3717731528301616,0.11001153151226403,0.00025,54.68725872039795,0.7365031242370605
