experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
fixed_uvd,test_seen,3371,0.3015577107198273,0.4020986450705764,0.19752392745936992,15,0.2875262783215398,0.3826798060436722
fixed_uvd,test_unseen,1586,0.24979988188594537,0.33982291641375895,0.15816400572595193,15,0.2875262783215398,0.3826798060436722
