split,query,samples,iou,dice,leakage
test_seen,back,5,0.7324178814888,0.8437008380889892,0.07759384587407107
test_seen,body,110,0.5354734823446382,0.6536699982529337,0.22998750179328697
test_seen,cap,53,0.20626782292043264,0.28382754199347404,0.3753983798032662
test_seen,chainwheel,32,0.1581647773273289,0.24564248626120386,0.5028333240188658
test_seen,coach,36,0.19217161494695267,0.2265992044218971,0.16374749100456631
test_seen,door,18,0.3366295829829242,0.4580394733283255,0.03950884956349098
test_seen,ear,237,0.2511168935833271,0.3528379913957845,0.2546777250893602
test_seen,engine,33,0.3317851582542062,0.4581085584606185,0.19017832753050956
test_seen,eye,217,0.11239488501839921,0.16955435594483728,0.013555897018885075
test_seen,eyebrow,65,0.02278324235230683,0.03948655134210219,0.01584923531179531
test_seen,foot,55,0.16710818123749707,0.24935444806787097,0.5151444212956862
test_seen,front,60,0.5568721953779459,0.6863257326185703,0.15781814729173976
test_seen,hair,85,0.31017201361862723,0.4078324759433813,0.22354206091121712
test_seen,hand,90,0.1860906929450316,0.26667959017472137,0.29938953009744484
test_seen,handlebar,34,0.08544720773352307,0.144827907658456,0.6049198946532082
test_seen,head,331,0.3802746606799366,0.4899807362511242,0.16123731997781332
test_seen,headlight,33,0.101424415990936,0.164876371226979,0.05324519944913458
test_seen,hoof,20,0.08797242455184456,0.14590728944167491,0.6521959975361824
test_seen,horn,16,0.14382030803244558,0.2333234781399369,0.3169353143312037
test_seen,leg,222,0.2957929055525571,0.4169943354507858,0.2965397211761835
test_seen,license plate,3,0.0,0.0,0.12331334749857585
test_seen,lower arm,103,0.23035309203782847,0.32828990229884686,0.22523108272117026
test_seen,mirror,25,0.0591252057533711,0.09605963589623569,0.07436916589736939
test_seen,mouth,76,0.11636666322470102,0.17456930635595008,0.09180591074676302
test_seen,muzzle,82,0.44955462349079006,0.5710167312404004,0.1904627590201704
test_seen,neck,176,0.30828419405257923,0.42213654882189905,0.08566322775153488
test_seen,nose,157,0.1610826283313666,0.23237875929683638,0.07836840761481387
test_seen,paw,63,0.2570051136315755,0.3748654547842249,0.36235784892998046
test_seen,plant,35,0.2626166768372059,0.35848156894291083,0.36486277298203534
test_seen,pot,33,0.27836175731411483,0.3690181716599248,0.2609697560299978
test_seen,roof,7,0.2963047408099685,0.4082730534885611,0.25448628089257647
test_seen,saddle,28,0.2258080688438245,0.32871886036757914,0.4565166596855436
test_seen,screen,30,0.6273519218899309,0.7268729493953288,0.02963625320699064
test_seen,side,71,0.5281844983520118,0.6611002079066886,0.14667504207349158
test_seen,stern,50,0.4520322461426258,0.5818670555949211,0.2981547836959362
test_seen,tail,84,0.24327589341417133,0.34020979928651024,0.33902611552427214
test_seen,torso,298,0.4670385273107821,0.58465039566153,0.13620844066428994
test_seen,upper arm,105,0.31915754910248023,0.43337595326426837,0.1740165512465561
test_seen,wheel,107,0.21078733639970035,0.31345790095527215,0.5081284035728356
test_seen,window,36,0.4795113619830873,0.6067647568674551,0.044030415851415816
test_seen,wing,50,0.3154470797255635,0.4591521722823381,0.2644316668156534
test_unseen,back,21,0.2751717045903206,0.35705966502428055,0.19264616293921352
test_unseen,beak,62,0.01571006590740814,0.02864812029105039,0.16915242133602018
test_unseen,door,24,0.027140264811653932,0.04918423518150422,0.0661460555080945
test_unseen,ear,100,0.15710887193679807,0.2332003990188241,0.24186182282865049
test_unseen,eye,148,0.09192633615001229,0.13958763230491328,0.043057885549559784
test_unseen,foot,33,0.035659617433945315,0.0628773754631931,0.3902398005240794
test_unseen,front,29,0.3450636827740176,0.44039943229792444,0.18210417157488648
test_unseen,handlebar,1,0.2135036438703537,0.3518796861171722,0.5085574388504028
test_unseen,head,178,0.31514496377177453,0.4323957065418572,0.20864324475732743
test_unseen,headlight,39,0.0481423756155448,0.07412245520987572,0.05650311746658423
test_unseen,horn,4,0.19491412490606305,0.30118896067142487,0.48406827077269554
test_unseen,leg,122,0.17663838286582592,0.26527249620803706,0.27684340542029645
test_unseen,license plate,3,0.0,0.0,0.0
test_unseen,mirror,31,0.013696781089228964,0.024655000817391175,0.17617334614718153
test_unseen,muzzle,100,0.2894661399768665,0.39221300499513745,0.14042832547682335
test_unseen,neck,83,0.2615165760044951,0.3636749025703554,0.1515719091634726
test_unseen,nose,69,0.1840916266799837,0.2578231758856471,0.043493547583120344
test_unseen,paw,52,0.2268083748909143,0.329907443947517,0.3863908885687124
test_unseen,roof,14,0.04693793585257868,0.0821138136088848,0.2237635083230478
test_unseen,side,42,0.26412298636777054,0.38224351672189577,0.1276781967386514
test_unseen,tail,95,0.14920135034542334,0.21685497622544828,0.34630502023194965
test_unseen,torso,181,0.48838962035161027,0.619948850388932,0.1462998211908653
test_unseen,wheel,78,0.36105525488845813,0.48776103532276094,0.22533297764423943
test_unseen,window,43,0.1613292361198123,0.21692594036806462,0.14119462974012156
test_unseen,wing,34,0.06923970700881908,0.10983293178758363,0.3760869783513686
