experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
rotation_consistent,test_seen,3371,0.302784999955777,0.4030111427691709,0.17467305894551724,14,0.2937194884884319,0.39032637888109545
rotation_consistent,test_unseen,1586,0.2712108779311489,0.36833889454322505,0.1536260917023992,14,0.2937194884884319,0.39032637888109545
