epoch,train_loss,train_iou,train_dice,train_leakage,val_loss,val_iou,val_dice,val_leakage,learning_rate,seconds,peak_gpu_memory_gb
1,1.0576684600505284,0.14950308447688027,0.22005743258480623,0.14232089456178887,0.938945121299616,0.17151101590199508,0.250969595732941,0.12290789975413999,0.001,68.48191618919373,0.802915096282959
2,0.927644268825766,0.20839837881673168,0.29566277147316483,0.12159358577188009,0.8558533679063008,0.22109281325546026,0.3104684650254995,0.09117274786051295,0.001,65.44597673416138,0.7370309829711914
3,0.8771573160721173,0.24019653339223093,0.33508072261475186,0.12273335961184113,0.807559880109538,0.24855422851465794,0.3438010387757578,0.11743750379389672,0.001,66.33493399620056,0.7370309829711914
4,0.8482293371899324,0.25916526653635896,0.35735788268648205,0.12222405438690728,0.7891453231937035,0.2627144717122102,0.36101116919980464,0.12703375382491558,0.001,66.45458340644836,0.7370309829711914
5,0.8288008484302861,0.27033083604500485,0.3703951450037777,0.12160747288334635,0.7770663672794931,0.2710874480915687,0.36897126248482104,0.12272186610273045,0.001,65.86113047599792,0.7370309829711914
6,0.8141062116504802,0.280175200041505,0.38168050556612987,0.11943356096206786,0.7763063037665531,0.27043028453117823,0.36645717777416287,0.10171445808348276,0.001,65.9325442314148,0.7370309829711914
7,0.8027120770150438,0.28719571011816664,0.38955406077819993,0.11936656731848534,0.7672489984392992,0.27449042976963484,0.3732400156211956,0.10958584037960026,0.001,67.66689944267273,0.7370309829711914
8,0.7933510080471163,0.2926549572406234,0.39574816086560743,0.11831883573299379,0.7683488263024224,0.2821332528913934,0.37984314879167425,0.11445125624408871,0.001,68.17882180213928,0.7370309829711914
9,0.7848191506943285,0.29804812560319494,0.4018452014339782,0.1175367302814481,0.7594052340349076,0.2779412597675025,0.37777263851999077,0.12261639120300354,0.001,67.15151357650757,0.7370309829711914
10,0.7773995950241119,0.30276067096768944,0.40749720753577223,0.11545599417029137,0.7627203824579266,0.28470725748595554,0.3848005963535628,0.11206748723147886,0.001,68.26714587211609,0.7370309829711914
11,0.7716591294967214,0.307298138127924,0.41246538246558034,0.11554867400135463,0.7603046231156672,0.2926393396099537,0.3927830396282377,0.10873728438793906,0.001,69.81325435638428,0.7370309829711914
12,0.7648196236621613,0.3117054142383736,0.41738288578757293,0.1152747677359656,0.7650168104722147,0.2928883891629041,0.39005349449483834,0.10553475612012957,0.001,68.07769131660461,0.7370309829711914
13,0.7591170073904476,0.31587508525518226,0.42221416068431455,0.1141866820752329,0.7570091097614654,0.2920552818777749,0.3918329257891788,0.1069744255156643,0.001,67.68047761917114,0.7370309829711914
14,0.7540856374098304,0.31948248365379794,0.4261894804283751,0.11289271663068573,0.7683577858385787,0.2937194884884319,0.39032637888109545,0.09742993870679743,0.001,67.55701661109924,0.7370309829711914
15,0.7482451254005089,0.32371692306675004,0.43117428733176855,0.11276464922764572,0.7667349915159816,0.2924648500986984,0.3891517356472108,0.1081590924608926,0.001,66.84535717964172,0.7370309829711914
16,0.7442814328304612,0.3266332388968707,0.43444564974456035,0.11233367003302565,0.7591168901681128,0.2882821939507863,0.3874008890237366,0.116012762247423,0.001,66.61955332756042,0.7370309829711914
