epoch,train_loss,train_iou,train_dice,train_leakage,val_loss,val_iou,val_dice,val_leakage,learning_rate,seconds,peak_gpu_memory_gb
1,1.0597403756601962,0.14906878758829284,0.2194878263070601,0.14596738435640005,0.9266836481829934,0.1767867977098997,0.2575779703667763,0.11872739457357534,0.001,73.7984824180603,0.802915096282959
2,0.9278187428937351,0.208886066691264,0.2962881413189466,0.12500076331742802,0.8488042464534056,0.2218997038523099,0.31197877049831896,0.10935368247434674,0.001,67.7724084854126,0.7370309829711914
3,0.8789346589065924,0.23925666617970925,0.33363896133286436,0.12370912049512159,0.8117778995662059,0.2454593355537361,0.3400484990276308,0.11530782775842899,0.001,68.0904438495636,0.7370309829711914
4,0.8536054731851777,0.25452161993161715,0.35210310976595255,0.12359601757687669,0.8018804998845345,0.2543845449482867,0.3509885134273877,0.12113718279389245,0.001,66.89411664009094,0.7370309829711914
5,0.8319886903294993,0.26691026907170157,0.3663167899214855,0.12257107949479426,0.783136284595683,0.2625066503930632,0.3595954537263066,0.13198670038416935,0.001,65.83588600158691,0.7370309829711914
6,0.8166705022544203,0.27721105684573605,0.378215782145647,0.12078323101652076,0.7888756931278184,0.26593124991867534,0.3606035339825876,0.10149267049829808,0.001,65.8933846950531,0.7370309829711914
7,0.805693743815735,0.2841339617570217,0.38602890215070834,0.12022161693849123,0.7728299295375005,0.26822736177758233,0.3651251588117215,0.10593867198259699,0.001,65.34019827842712,0.7370309829711914
8,0.7950353604572266,0.2906127314891784,0.39325326246105935,0.1182905087572249,0.7689526070154472,0.28395233447979956,0.38138648293743627,0.11003745356906193,0.001,69.41610598564148,0.7370309829711914
9,0.7851238506956927,0.29683752250472284,0.4004623569646167,0.11767051166714265,0.7673921302812899,0.2792048976227175,0.3786795311471791,0.1237612403567555,0.001,69.25733637809753,0.7370309829711914
10,0.7795268111115486,0.30117194836231115,0.4054895722843819,0.11769751521984716,0.7665507779280859,0.28221321537560246,0.38245164578079277,0.11394520525889876,0.001,66.6863341331482,0.7370309829711914
11,0.7724368140029428,0.3064882583345169,0.41150214600230556,0.11663085195453572,0.767867917253233,0.29200684189989345,0.3911387835827203,0.11505067235957972,0.001,66.67853665351868,0.7370309829711914
12,0.7660393127097771,0.3106552714969457,0.41621961630596005,0.11582622737265726,0.7619234819242484,0.29036030343692537,0.38855773560951956,0.11473522971041637,0.001,66.7700822353363,0.7370309829711914
13,0.7611174918699792,0.3142902697107538,0.42026253528854257,0.1155073295273167,0.7598333129862237,0.2889522991134125,0.38810908128914323,0.11466018235091896,0.001,68.10028719902039,0.7370309829711914
14,0.7556562528521856,0.3180760070512955,0.424682523365509,0.11431827241636544,0.770059657456934,0.289176134342386,0.3875755622195323,0.10997073951116014,0.0005,66.51468634605408,0.7370309829711914
15,0.7332281220272066,0.33323124603610044,0.44126196834055087,0.11035142703001995,0.7622613274163799,0.2975500975740509,0.3963380374954742,0.10859216894741454,0.0005,65.3928894996643,0.7370309829711914
16,0.727064981293741,0.33835042588455144,0.4470755292342062,0.10937054649024337,0.7592770778759912,0.291724973688748,0.39141853537888716,0.11834958615233597,0.0005,65.44257664680481,0.7370309829711914
17,0.7223982776448707,0.3421465994701217,0.4513281856234179,0.10816038582223118,0.7605600955031064,0.2973771212138276,0.3975364055400142,0.11128799875287948,0.0005,67.18749475479126,0.7370309829711914
18,0.717881867948151,0.3453752781414929,0.4549465987955994,0.10797346303302924,0.7705197269991121,0.2883663594144062,0.38845919103169774,0.11504607310894366,0.00025,66.96363568305969,0.7370309829711914
19,0.7052761141630741,0.3550073463059367,0.4653330786496946,0.10504839518638388,0.7776882229242252,0.2981248822348532,0.3958391596391363,0.10780383329014691,0.00025,66.38147115707397,0.7370309829711914
20,0.7015217586178774,0.35837263117704826,0.4690556274662616,0.10523649748233947,0.7833385504179402,0.2973165243960507,0.39527342266763815,0.10866813421924523,0.00025,67.47886276245117,0.7370309829711914
