experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
rotation_consistent,test_seen,3371,0.3087927353341631,0.41056538395699077,0.18410719841642803,19,0.2981248822348532,0.3958391596391363
rotation_consistent,test_unseen,1586,0.27605673748747184,0.37420620153839246,0.15210906059890714,19,0.2981248822348532,0.3958391596391363
