split,samples,IoU,Dice,Leakage (lower is better),Baseline IoU,IoU delta vs baseline
Seen,3371,0.2972487969318657,0.3985030756805136,0.2144411037247655,0.2956087412164733,0.0016400557153923856
Unseen,1586,0.2415191099013308,0.3325683936923871,0.174579539177973,0.2243190449779032,0.0172000649234276
