split,query,samples,iou,dice,leakage
test_seen,back,5,0.7360394835472107,0.8440840721130372,0.07653013318777083
test_seen,body,110,0.5391615547070449,0.655897336148403,0.23531880012967366
test_seen,cap,53,0.2175042288518458,0.29416354137630957,0.29595347302350794
test_seen,chainwheel,32,0.1200120225548744,0.1756860655732453,0.4300062495749444
test_seen,coach,36,0.19707459912105046,0.2332922888195349,0.14225740842003784
test_seen,door,18,0.3839818545513683,0.5150582467516264,0.0333954374073073
test_seen,ear,237,0.2446999194175162,0.3430563051583646,0.2521013799811151
test_seen,engine,33,0.3363203534461332,0.456480295199788,0.18559952302497215
test_seen,eye,217,0.10912357551401934,0.16424415305188175,0.004717857884843982
test_seen,eyebrow,65,0.023961736706013852,0.04143973540228146,0.00011459676405558154
test_seen,foot,55,0.1391131343828006,0.2136471505192193,0.45171072320504624
test_seen,front,60,0.5770776445666949,0.7014164689928293,0.12331262246395146
test_seen,hair,85,0.32734976554946865,0.42897486506468235,0.23516927846871752
test_seen,hand,90,0.18348812751161553,0.2639161212059359,0.36381540118406214
test_seen,handlebar,34,0.09045162062872857,0.15304272019249548,0.6714318425339811
test_seen,head,331,0.39780360746070437,0.507556388916777,0.15580518833000007
test_seen,headlight,33,0.1095394074465289,0.17979256244319858,0.031619481742382036
test_seen,hoof,20,0.09993528891354796,0.1620907673612237,0.6279893316328525
test_seen,horn,16,0.14125354919815433,0.2289121898356825,0.3233586600981653
test_seen,leg,222,0.3193649345131062,0.44398886638982976,0.26455308893655616
test_seen,license plate,3,0.0,0.0,0.0
test_seen,lower arm,103,0.23164111427347922,0.324388920383763,0.2272321365206294
test_seen,mirror,25,0.12515516638755797,0.1955279928445816,0.07394246105104683
test_seen,mouth,76,0.1222382617967301,0.17879935358896068,0.06473201416481875
test_seen,muzzle,82,0.4669458775031494,0.5820854576531707,0.20512134039195296
test_seen,neck,176,0.33109217780292965,0.4527140944476493,0.07371458283424459
test_seen,nose,157,0.1651976637210056,0.2377742023984338,0.06123106442629152
test_seen,paw,63,0.27969852045533206,0.40206421746148,0.3407973335494125
test_seen,plant,35,0.28216522257508975,0.3903624682820269,0.34358452491329183
test_seen,pot,33,0.29994105344468897,0.39341677815625165,0.28943787918736535
test_seen,roof,7,0.2646503283509186,0.3764272537082433,0.28866405465773176
test_seen,saddle,28,0.20042388220982893,0.2933280992188624,0.46990898730499403
test_seen,screen,30,0.6588395359615485,0.7617141788204511,0.014209214262276237
test_seen,side,71,0.5549522403260352,0.6867695312789628,0.11359737094649122
test_seen,stern,50,0.4439008313883096,0.5747388998232782,0.3008968026936054
test_seen,tail,84,0.25628991986048366,0.35930671636015177,0.2896760220284618
test_seen,torso,298,0.47192116062396716,0.5909898423874164,0.11917605268887724
test_seen,upper arm,105,0.30983013505382195,0.4200542254639523,0.15046948334202168
test_seen,wheel,107,0.2010094872311358,0.2979722946151116,0.44575672336444955
test_seen,window,36,0.48627720923266476,0.6106590809714463,0.06556987684840952
test_seen,wing,50,0.30654962166445326,0.44776688567362727,0.2512267045350745
test_unseen,back,21,0.2625829486974648,0.35607280599929036,0.16220150950054324
test_unseen,beak,62,0.017138702569589496,0.02708844927650305,0.054577586871962395
test_unseen,door,24,0.02246430985784778,0.03759214910678565,0.04853066879635055
test_unseen,ear,100,0.17792394824966323,0.26059842918301,0.2195093423593789
test_unseen,eye,148,0.09532811018210406,0.14384698856470957,0.017089500249287966
test_unseen,foot,33,0.01999223379023147,0.035466830838810304,0.25984219354436255
test_unseen,front,29,0.34617556055108534,0.44216252734948847,0.1807264846845947
test_unseen,handlebar,1,0.170513778924942,0.2913486063480377,0.4354103207588196
test_unseen,head,178,0.35207519023626876,0.4753320428929972,0.16637615087635688
test_unseen,headlight,39,0.09556489361402315,0.14286030160310942,0.0
test_unseen,horn,4,0.13563115522265431,0.2274704985320568,0.5814171954989433
test_unseen,leg,122,0.2127553191127591,0.30909561040643296,0.3076389896469649
test_unseen,license plate,3,0.0,0.0,0.2772988478342692
test_unseen,mirror,31,0.03190651061313767,0.052438313081379855,0.23008385396772815
test_unseen,muzzle,100,0.3136477627395652,0.4287323880754411,0.13799804857233539
test_unseen,neck,83,0.25947836593511586,0.3589712198632938,0.08445067682194082
test_unseen,nose,69,0.18327018630731362,0.25912669379318104,0.058070189549007264
test_unseen,paw,52,0.24060026771174023,0.34929862804710865,0.3907868812362162
test_unseen,roof,14,0.04244522826879149,0.0753818757699004,0.07413676254717365
test_unseen,side,42,0.3174867962176601,0.44613294915429186,0.1047152472061238
test_unseen,tail,95,0.12178072643613343,0.17584373416673196,0.2553725457407142
test_unseen,torso,181,0.5093946066679875,0.6428953873724239,0.13366996101232353
test_unseen,wheel,78,0.4215513355074785,0.543375010196215,0.17740565657060445
test_unseen,window,43,0.2939353047241998,0.39672344853711683,0.08506429790475858
test_unseen,wing,34,0.1294829680204309,0.185147766068386,0.22157406708335173
