experiment,split,samples,iou,dice,leakage,selected_epoch,validation_iou,validation_dice
query_gated_uvd,test_seen,3371,0.3028356954106147,0.4019789794795682,0.19425383636627988,15,0.2908936964213334,0.38623487541880036
query_gated_uvd,test_unseen,1586,0.24555468534587438,0.3338142069168054,0.15648159624923996,15,0.2908936964213334,0.38623487541880036
